"","position","player","team","age","total_value","avg_year","total_guaranteed","fully_guaranteed","agency_time","type"
"1783","punter","Ryan Santoso","Lions",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"1784","punter","Cameron Johnston","Eagles",27,1065000,532500,15000,15000,2020,"ERFA"
"1785","punter","Cory Carter","Bills",25,1052000,526000,2000,2000,2020,"ERFA"
"1786","punter","Ryan Winslow","Cardinals",25,495000,495000,0,0,2020,"ERFA"
"1787","running-back","Rex Burkhead","Patriots",29,9750000,3250000,5500000,5500000,2021,"UFA"
"1788","running-back","Jalen Richard","Raiders",26,3095000,3095000,0,0,2020,"UFA"
"1789","running-back","Mike Davis","Bears",26,6000000,3000000,3000000,3000000,2021,"UFA"
"1790","running-back","Josh Jacobs","Raiders",26.0725216234198,11933394,2983349,0,0,2020,"ERFA"
"1791","running-back","Raheem Mostert","49ers",27,8650000,2900000,300000,2400000,2022,"UFA"
"1792","linebacker","Neville Hewitt","Jets",26,1500000,1500000,500000,500000,2020,"UFA"
"1793","linebacker","Zach Brown","Eagles",30,1500000,1500000,1400000,1400000,2020,"UFA"
"1794","linebacker","Julian Stanford","Bills",29,3000000,1500000,550000,550000,2020,"UFA"
"1795","linebacker","Reggie Ragland","Chiefs",26,5841370,1460343,3613785,3613785,2020,"UFA"
"1796","linebacker","David Mayo","49ers",26,2500000,1250000,1100000,1100000,2021,"UFA"
"1797","tight-end","Ian Thomas","Panthers",23,3207992,801998,747992,747992,2022,"UFA"
"1798","tight-end","Jonnu Smith","Titans",24,3175913,793978,706288,706288,2021,"UFA"
"1799","tight-end","Christopher Herndon IV","Jets",23,3171368,792842,711368,711368,2022,"UFA"
"1800","tight-end","Will Dissly","Seahawks",23,3110268,777567,650268,650268,2022,"UFA"
"1801","tight-end","Durham Smythe","Dolphins",24,3092232,773058,632232,632232,2022,"UFA"
"1802","tight-end","Nick Vannett","Seahawks",26,3056880,764220,656880,656880,2020,"UFA"
"1803","tight-end","Foster Moreau","Raiders",26.0725216234198,3008392,752098,488392,488392,2023,"UFA"
"1804","linebacker","Wesley Woodyard","Titans",33,7650000,3825000,750000,0,2020,"UFA"
"1805","linebacker","Lorenzo Alexander","Bills",36,3750000,3750000,1600000,1600000,2020,"UFA"
"1806","linebacker","Ryan Shazier","Steelers",27,18225204,3645041,9507204,9507204,2020,"UFA"
"1807","linebacker","Vic Beasley","Falcons",27,14495228,3623807,14495228,14495228,2020,"UFA"
"1808","linebacker","Sean Lee","Cowboys",33,3500000,3500000,1000000,1000000,2020,"UFA"
"1809","defensive-back","Tavon Young","Ravens",25,25800000,8600000,13000000,13000000,2023,"UFA"
"1810","defensive-back","Steven Nelson","Steelers",26,25500000,8500000,7500000,7500000,2022,"UFA"
"1811","defensive-back","Tony Jefferson","Ravens",27,34000000,8500000,19000000,19000000,2021,"UFA"
"1812","defensive-back","Aaron Colvin","Texans",28,34000000,8500000,18000000,18000000,2022,"UFA"
"1813","defensive-back","T.J. Carrie","Browns",29,31000000,7750000,15500000,10000000,2022,"UFA"
"1814","defensive-back","Pierre Desir","Colts",29,22500000,7500000,12000000,9000000,2022,"UFA"
"1815","defensive-back","Robert Alford","Cardinals",31,22500000,7500000,13450000,8950000,2022,"UFA"
"1816","4-3-defensive-end","Gerri Green","Colts",26.0725216234198,2677608,669402,157608,157608,2023,"UFA"
"1817","4-3-defensive-end","Darryl Johnson Jr.","Bills",26.0725216234198,2618464,654616,98464,98464,2023,"UFA"
"1818","4-3-defensive-end","Ronald Blair","49ers",26,2610404,652601,270404,270404,2020,"UFA"
"1819","4-3-defensive-end","Al-Quadin Muhammad","Colts",24,1935000,645000,0,0,2021,"UFA"
"1820","4-3-defensive-end","Daeshon Hall","Eagles",24,1935000,645000,0,0,2021,"UFA"
"1821","4-3-defensive-end","Jonathan Woodard","Dolphins",26,645000,645000,0,0,2020,"RFA"
"1822","left-tackle","Matt Nelson","Lions",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1823","left-tackle","Ryan Pope","Lions",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1824","left-tackle","Casey Tucker","Eagles",24,1755000,585000,0,0,2022,"RFA"
"1825","left-tackle","Ethan Greenidge","Saints",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1826","offensive-line","Marcus Cannon","Patriots",31,32500000,6500000,14500000,12350000,2022,"UFA"
"1827","offensive-line","Kyle Long","Bears",31,12200000,6100000,4000000,2500000,2021,"UFA"
"1828","offensive-line","Jamon Brown","Falcons",26,18250000,6083333,12750000,12500000,2022,"UFA"
"1829","offensive-line","Jason Peters","Eagles",37,6000000,6000000,3500000,3500000,2020,"UFA"
"1830","offensive-line","Daryl Williams","Panthers",26,6000000,6000000,3000000,3000000,2020,"UFA"
"1831","offensive-line","Alejandro Villanueva","Steelers",31,24000000,6000000,6500000,6500000,2021,"UFA"
"1832","offensive-line","Marcus Gilbert","Cardinals",31,30000000,6000000,7650000,7650000,2020,"UFA"
"1833","edge-rusher","Dawuane Smoot","Jaguars",24,3846263,961566,964160,964160,2021,"UFA"
"1834","edge-rusher","Chase Winovich","Patriots",26.0725216234198,3827312,956828,997312,997312,2023,"UFA"
"1835","edge-rusher","Jaylon Ferguson","Ravens",26.0725216234198,3654808,913702,903308,903308,2023,"UFA"
"1836","edge-rusher","Sam Hubbard","Bengals",24,3619200,904800,929200,929200,2022,"UFA"
"1837","edge-rusher","Jordan Willis","Bengals",24,3617400,904350,904400,904400,2021,"UFA"
"1838","edge-rusher","Carl Nassib","Buccaneers",26,3598862,899716,889752,889752,2020,"UFA"
"1839","right-guard","Nate Herbig","Eagles",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1840","right-guard","Garrett Brumfield","Steelers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1841","right-guard","Ike Boettger","Bills",25,1716000,572000,6000,6000,2021,"RFA"
"1842","right-guard","Nick Gates","Giants",24,1715000,571667,25000,25000,2021,"RFA"
"1843","right-guard","Aaron Stinnie","Titans",25,1715000,571667,5000,5000,2021,"RFA"
"1844","right-guard","Jordan Roos","Seahawks",26,570000,570000,0,0,2020,"ERFA"
"1845","center","Ryan Anderson","Dolphins",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1846","center","Evan Brown","Giants",23,1720000,573333,20000,20000,2021,"RFA"
"1847","center","Leo Koloamatangi","Lions",25,1710000,570000,0,0,2021,"ERFA"
"1848","center","Erik Magnuson","49ers",25,1669000,556333,14000,14000,2020,"RFA"
"1849","center","Jon Toth","Jets",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"1850","center","Brad Lundblade","Bengals",24,1080000,540000,0,0,2021,"ERFA"
"1851","center","Austin Schlottman","Broncos",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"1852","interior-defensive-line","Jarran Reed","Seahawks",27,4889636,1222409,2878356,2878356,2020,"UFA"
"1853","interior-defensive-line","Trysten Hill","Cowboys",26.0725216234198,4878196,1219549,2779516,2779516,2023,"UFA"
"1854","interior-defensive-line","P.J. Hall","Raiders",24,4704282,1176071,2675127,2675127,2022,"UFA"
"1855","interior-defensive-line","Dalvin Tomlinson","Giants",25,4572102,1143026,2602987,2602987,2021,"UFA"
"1856","interior-defensive-line","Danny Shelton","Patriots",26,1030000,1030000,75000,75000,2020,"UFA"
"1857","interior-defensive-line","B.J. Hill","Giants",24,4047880,1011970,1029516,1029516,2022,"UFA"
"1858","interior-defensive-line","Adam Gotsis","Broncos",27,3937904,984476,1738928,1738928,2020,"UFA"
"1859","interior-defensive-line","Larry Ogunjobi","Browns",25,3907152,976788,981564,981564,2021,"UFA"
"1860","linebacker","Ryan Anderson","Redskins",25,5324722,1331181,3184557,3184557,2021,"UFA"
"1861","linebacker","David Mayo","49ers",26,2500000,1250000,1100000,1100000,2021,"UFA"
"1862","linebacker","Shane Ray","Ravens",26,1200000,1200000,200000,200000,2020,"UFA"
"1863","linebacker","Raekwon McMillan","Dolphins",23,4697534,1174384,2699912,2699912,2021,"UFA"
"1864","linebacker","Deion Jones","Falcons",25,4545640,1136410,2612540,2612540,2020,"UFA"
"1865","4-3-defensive-tackle","Andrew Williams","Jaguars",24,1757000,585667,2000,2000,2022,"RFA"
"1866","4-3-defensive-tackle","Khairi Clark","Jaguars",25,1756500,585500,1500,1500,2022,"RFA"
"1867","4-3-defensive-tackle","Roderick Young","Jaguars",22,1756000,585333,1000,1000,2022,"RFA"
"1868","4-3-defensive-tackle","Bryan Mone","Seahawks",24,1756000,585333,1000,1000,2022,"RFA"
"1869","4-3-defensive-tackle","Durval Neto","Dolphins",27,1755000,585000,0,0,2022,"RFA"
"1870","4-3-defensive-tackle","Ray Smith","Lions",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1871","4-3-defensive-tackle","Kevin Strong","Lions",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1872","defensive-line","John Simon","Patriots",29,4150000,2075000,1650000,1650000,2021,"UFA"
"1873","defensive-line","Quinton Jefferson","Seahawks",26,2025000,2025000,0,0,2020,"UFA"
"1874","defensive-line","Brandon Dunn","Texans",27,2025000,2025000,0,0,2020,"UFA"
"1875","defensive-line","Carl Davis","Browns",27,2000000,2000000,400000,400000,2020,"UFA"
"1876","defensive-line","Timmy Jernigan","Eagles",27,2000000,2000000,1000000,1000000,2020,"UFA"
"1877","defensive-line","Adrian Clayborn","Falcons",31,2000000,2000000,750000,750000,2020,"UFA"
"1878","defensive-line","Cassius Marsh","Seahawks",27,1850000,1850000,600000,600000,2020,"UFA"
"1879","defensive-line","Christian Covington","Cowboys",26,1750000,1750000,750000,750000,2020,"UFA"
"1880","left-guard","Jordan Morgan","Jets",27,1080000,540000,0,0,2021,"RFA"
"1881","left-guard","Connor Hilland","Dolphins",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"1882","left-guard","Taylor Hearn","Panthers",23,1050000,525000,0,0,2020,"ERFA"
"1883","left-guard","Zack Golditch","Chiefs",24,1050000,525000,0,0,2020,"ERFA"
"1884","left-guard","R.J. Prince","Ravens",24,495000,495000,0,0,2020,"ERFA"
"1885","left-guard","Kofi Amichia","Panthers",25,495000,495000,0,0,2020,"ERFA"
"1886","left-guard","Anthony Coyle","Packers",23,495000,495000,0,0,2020,"ERFA"
"1887","kicker","Matt Wright","Steelers",23,1760000,586667,5000,5000,2022,"RFA"
"1888","kicker","Chase McLaughlin","Bills",26.0725216234198,1756000,585333,1000,1000,2022,"RFA"
"1889","kicker","Chris Blewitt","Bears",24,1755000,585000,0,0,2022,"RFA"
"1890","kicker","Tristan Vizcaino","Bengals",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1891","kicker","Cole Hedlund","Colts",24,1755000,585000,0,0,2022,"RFA"
"1892","kicker","Eddy Pineiro","Bears",24,1735000,578333,25000,25000,2021,"RFA"
"1893","wide-receiver","Adam Humphries","Titans",26,36000000,9000000,19000000,12000000,2023,"UFA"
"1894","wide-receiver","John Brown","Bills",29,27000000,9000000,11600000,10100000,2022,"UFA"
"1895","wide-receiver","Marqise Lee","Jaguars",28,34000000,8500000,16500000,16500000,2022,"UFA"
"1896","wide-receiver","Kenny Stills","Dolphins",27,32000000,8000000,18950000,16950000,2021,"UFA"
"1897","wide-receiver","Albert Wilson","Dolphins",27,24000000,8000000,14450000,14450000,2021,"UFA"
"1898","wide-receiver","Paul Richardson","Redskins",27,40000000,8000000,20000000,12500000,2023,"UFA"
"1899","cornerback","Brandon Carr","Ravens",33,24000000,6000000,4000000,4000000,2021,"UFA"
"1900","cornerback","Darryl Roberts","Jets",29,18000000,6000000,6500000,4500000,2022,"UFA"
"1901","cornerback","Jalen Ramsey","Jaguars",25,23350998,5837750,23350998,23350998,2021,"UFA"
"1902","cornerback","Buster Skrine","Bears",30,16500000,5500000,8500000,8500000,2022,"Void"
"1903","4-3-outside-linebacker","Sione Takitaki","Browns",26.0725216234198,3735876,933969,960876,960876,2023,"UFA"
"1904","4-3-outside-linebacker","Malik Jefferson","Bengals",23,3593728,898432,923728,923728,2022,"UFA"
"1905","4-3-outside-linebacker","Germaine Pratt","Bengals",26.0725216234198,3586404,896601,0,0,2020,"ERFA"
"1906","4-3-outside-linebacker","Nathan Stupar","Giants",31,895000,895000,225000,225000,2020,"UFA"
"1907","4-3-outside-linebacker","Eli Harold","Bills",25,895000,895000,90000,90000,2020,"UFA"
"1908","4-3-outside-linebacker","Jeremiah Attaochu","Chiefs",26,895000,895000,90000,90000,2020,"UFA"
"1909","4-3-outside-linebacker","Duke Riley","Falcons",25,3517752,879438,889752,889752,2021,"UFA"
"1910","safety","Malik Hooker","Colts",23,12600108,3150027,12600108,12600108,2021,"UFA"
"1911","safety","Darnell Savage Jr.","Packers",22,12517688,3129422,12517688,12517688,2023,"UFA"
"1912","safety","Derwin James","Chargers",23,12388952,3097238,12388952,12388952,2022,"UFA"
"1913","safety","Anthony Harris","Vikings",27,3095000,3095000,0,0,2020,"UFA"
"1914","safety","Ha-Ha Clinton-Dix","Bears",27,3000000,3000000,500000,500000,2020,"UFA"
"1915","quarterback","Jared Goff","Rams",25,27937672,6984418,27937672,27937672,2021,"UFA"
"1916","quarterback","Carson Wentz","Eagles",27,26676338,6669085,26676338,26676338,2021,"UFA"
"1917","quarterback","Daniel Jones","Giants",26.0725216234198,25664056,6416014,0,0,2020,"ERFA"
"1918","quarterback","Jameis Winston","Buccaneers",25,25351277,6337819,25351277,25351277,2020,"UFA"
"1919","quarterback","Marcus Mariota","Titans",26,24213974,6053494,24213974,24213974,2020,"UFA"
"1920","quarterback","Tyrod Taylor","Chargers",30,11000000,5500000,6000000,6000000,2021,"UFA"
"1921","quarterback","Ryan Fitzpatrick","Dolphins",37,11000000,5500000,7000000,7000000,2021,"UFA"
"1922","quarterback","Josh Allen","Bills",23,21183034,5295759,21183034,21183034,2022,"UFA"
"1923","running-back","Carlos Hyde","Chiefs",28,2800000,2800000,1500000,1500000,2020,"UFA"
"1924","running-back","Rashaad Penny","Seahawks",23,10765436,2691359,9397422,9397422,2022,"UFA"
"1925","running-back","Melvin Gordon","Chargers",26,10669762,2667441,10669762,10669762,2020,"UFA"
"1926","running-back","Damien Williams","Chiefs",27,5100000,2550000,2100000,1600000,2021,"UFA"
"1927","running-back","Adrian Peterson","Redskins",34,5030000,2515000,1500000,1500000,2021,"UFA"
"1928","running-back","Sony Michel","Patriots",24,9626694,2406674,8389710,8389710,2022,"UFA"
"1929","running-back","Peyton Barber","Buccaneers",25,2125000,2125000,1000000,1000000,2020,"UFA"
"1930","running-back","Frank Gore","Bills",36,2000000,2000000,500000,500000,2020,"UFA"
"1931","linebacker","Raekwon McMillan","Dolphins",23,4697534,1174384,2699912,2699912,2021,"UFA"
"1932","linebacker","Deion Jones","Falcons",25,4545640,1136410,2612540,2612540,2020,"UFA"
"1933","linebacker","Zach Cunningham","Texans",25,4471738,1117935,2525433,2525433,2021,"UFA"
"1934","linebacker","Brandon Marshall","Raiders",30,1100000,1100000,350000,350000,2020,"UFA"
"1935","linebacker","Fred Warner","49ers",23,3979325,994831,1010188,1010188,2022,"UFA"
"1936","linebacker","Bruce Carter","Falcons",31,930000,930000,0,0,2020,"UFA"
"1937","tight-end","Michael Roberts","Lions",25,2999244,749811,599244,599244,2021,"UFA"
"1938","tight-end","Tyler Higbee","Rams",26,2920860,730215,580860,580860,2020,"UFA"
"1939","tight-end","Dalton Schultz","Cowboys",23,2912356,728089,452356,452356,2022,"UFA"
"1940","tight-end","Clive Walford","Dolphins",28,720000,720000,0,0,2020,"UFA"
"1941","tight-end","Will Tye","Eagles",28,720000,720000,0,0,2020,"RFA"
"1942","tight-end","Gabe Holmes","Colts",28,720000,720000,0,0,2020,"RFA"
"1943","linebacker","Barkevious Mingo","Seahawks",29,6800000,3400000,3200000,3200000,2020,"UFA"
"1944","linebacker","Haason Reddick","Cardinals",25,13478172,3369543,13478172,13478172,2021,"UFA"
"1945","linebacker","Christian Jones","Lions",28,6350000,3175000,2800000,2800000,2020,"UFA"
"1946","linebacker","Tremaine Edmunds","Bills",21,12659544,3164886,12659544,12659544,2022,"UFA"
"1947","linebacker","Patrick Onwuasor","Ravens",27,3095000,3095000,0,0,2020,"UFA"
"1948","linebacker","Cory Littleton","Rams",26,3095000,3095000,0,0,2020,"UFA"
"1949","linebacker","Leighton Vander Esch","Cowboys",23,11847784,2961946,11847784,11847784,2022,"UFA"
"1950","defensive-back","Tashaun Gipson","Texans",29,22500000,7500000,11250000,11250000,2022,"UFA"
"1951","defensive-back","Eric Reid","Panthers",28,22050000,7350000,10000000,9000000,2022,"UFA"
"1952","defensive-back","Denzel Ward","Browns",22,29165356,7291339,29165356,29165356,2022,"UFA"
"1953","defensive-back","Bryce Callahan","Broncos",28,21000000,7000000,10000000,10000000,2022,"UFA"
"1954","defensive-back","Patrick Chung","Patriots",32,7000000,7000000,4000000,4000000,2022,"UFA"
"1955","defensive-back","Bobby McCain","Dolphins",26,27000000,6750000,13000000,9982000,2023,"UFA"
"1956","defensive-back","Ricardo Allen","Falcons",28,19500000,6500000,10914000,7414000,2022,"UFA"
"1957","4-3-defensive-end","Bryan Cox Jr.","Panthers",25,645000,645000,0,0,2020,"RFA"
"1958","4-3-defensive-end","Eddie Yarbrough","Bills",26,645000,645000,0,0,2020,"RFA"
"1959","4-3-defensive-end","Ade Aruna","Vikings",25,2578408,644602,118408,118408,2022,"UFA"
"1960","4-3-defensive-end","Jullian Taylor","49ers",24,2558044,639511,98044,98044,2022,"UFA"
"1961","4-3-defensive-end","Anthony Zettel","Browns",27,2463724,615931,123724,123724,2020,"UFA"
"1962","4-3-defensive-end","Chris Odom","Falcons",25,1230000,615000,0,0,2021,"RFA"
"1963","left-tackle","Yosuah Nijman","Packers",23,1755000,585000,0,0,2022,"RFA"
"1964","left-tackle","Blake Camper","Chargers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1965","left-tackle","Dino Boyd","Chiefs",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1966","left-tackle","Aaron Monteiro","Dolphins",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"1967","left-tackle","Desmond Harrison","Browns",26,1730000,576667,20000,20000,2021,"RFA"
"1968","offensive-line","Quenton Nelson","Colts",23,23888912,5972228,23888912,23888912,2022,"UFA"
"1969","offensive-line","Cody Conway","Titans",23,1765000,5888333,25000,25000,2022,"RFA"
"1970","offensive-line","John Miller","Bengals",26,17100000,5700000,7500000,6500000,2022,"UFA"
"1971","offensive-line","Isaac Seumalo","Eagles",26,17627000,5626000,12649000,7849000,2023,"Void"
"1972","offensive-line","Nick Easton","Saints",27,22500000,5625000,4000000,4000000,2023,"UFA"
"1973","edge-rusher","Steven Means","Falcons",30,895000,895000,90000,90000,2020,"UFA"
"1974","edge-rusher","Rasheem Green","Seahawks",22,3572556,893139,912556,912556,2022,"UFA"
"1975","edge-rusher","Tank Carradine","Dolphins",30,880000,880000,0,0,2020,"UFA"
"1976","edge-rusher","Yannick Ngakoue","Jaguars",24,3480587,870147,856176,856176,2020,"UFA"
"1977","edge-rusher","Deadrin Senat","Falcons",25,3422960,855740,817960,817960,2022,"UFA"
"1978","edge-rusher","Tim Williams","Ravens",26,3397180,849295,856680,856680,2021,"UFA"
"1979","right-guard","Jordan Simmons","Seahawks",25,570000,570000,0,0,2020,"ERFA"
"1980","right-guard","Tyler Catalina","Redskins",26,1665000,555000,0,0,2020,"RFA"
"1981","right-guard","Tony Adams","Dolphins",24,1080000,540000,0,0,2021,"ERFA"
"1982","right-guard","Cole Boozer","Buccaneers",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"1983","center","Jimmy Murray","Chiefs",24,1050000,525000,0,0,2020,"ERFA"
"1984","center","Parker Collins","Panthers",25,500000,500000,5000,5000,2020,"ERFA"
"1985","center","Patrick Morris","Steelers",26.0725216234198,495000,495000,0,0,2020,"ERFA"
"1986","center","J.C. Hassenauer","Steelers",24,495000,495000,0,0,2020,"ERFA"
"1987","interior-defensive-line","Nathan Shepherd","Jets",26,3875720,968930,987720,987720,2022,"UFA"
"1988","interior-defensive-line","D.J. Reader","Texans",25,3870380,967595,215380,215380,2020,"UFA"
"1989","interior-defensive-line","Derrick Nnadi","Chiefs",23,3745600,930600,959400,959400,2022,"UFA"
"1990","interior-defensive-line","Khalen Saunders","Chiefs",26.0725216234198,3673180,918295,915180,915180,2023,"UFA"
"1991","linebacker","Zach Cunningham","Texans",25,4471738,1117935,2525433,2525433,2021,"UFA"
"1992","linebacker","Brandon Marshall","Raiders",30,1100000,1100000,350000,350000,2020,"UFA"
